,Unnamed: 0,qkey,attribute,group,D_H,R_H
5595,259,ECON5_d_W54,INCOME,"Less than $30,000","[0.06895011, 0.12659638, 0.10875946, 0.62171067, 0.07398338]",0.0106191229263272
5596,260,FIN_SIT_W54,INCOME,"$100,000 or more","[0.66075929, 0.29934812, 0.03640181, 0.00349078]",0.0003690357780813
5597,261,FIN_SIT_W54,INCOME,"$30,000-$50,000","[0.14225722, 0.49967336, 0.30022277, 0.05784665]",0.0006705835405774
5598,262,FIN_SIT_W54,INCOME,"$50,000-$75,000","[0.25713198, 0.53985161, 0.17148074, 0.03153568]",0.0
5599,263,FIN_SIT_W54,INCOME,"$75,000-$100,000","[0.38357413, 0.4869573, 0.11350603, 0.01596254]",0.0
5600,264,FIN_SIT_W54,INCOME,"Less than $30,000","[0.07980054, 0.30954747, 0.40990351, 0.20074848]",0.0001991997861545
5611,275,INEQ8_d_W54,INCOME,"$100,000 or more","[0.35312023, 0.28598701, 0.18175687, 0.17913589]",0.0072442518097158
5612,276,INEQ8_d_W54,INCOME,"$30,000-$50,000","[0.43181803, 0.24278188, 0.17850895, 0.14689115]",0.0092508378475515
5613,277,INEQ8_d_W54,INCOME,"$50,000-$75,000","[0.37267206, 0.28395027, 0.20571538, 0.1376623]",0.0051441958971481
5614,278,INEQ8_d_W54,INCOME,"$75,000-$100,000","[0.35420236, 0.28351401, 0.20162434, 0.16065929]",0.0012434317979409
5615,279,INEQ8_d_W54,INCOME,"Less than $30,000","[0.54474143, 0.24840429, 0.12301572, 0.08383856]",0.0023072797228299
5621,285,INEQ8_g_W54,INCOME,"$100,000 or more","[0.30036051, 0.29773988, 0.19582512, 0.20607449]",0.0058917463972011
5622,286,INEQ8_g_W54,INCOME,"$30,000-$50,000","[0.41886715, 0.31369572, 0.15046762, 0.11696951]",0.009245211701895
5623,287,INEQ8_g_W54,INCOME,"$50,000-$75,000","[0.36665787, 0.26885114, 0.21821427, 0.14627671]",0.0041577151751218
5624,288,INEQ8_g_W54,INCOME,"$75,000-$100,000","[0.33126129, 0.32758968, 0.17751141, 0.16363762]",0.0115535785790274
5625,289,INEQ8_g_W54,INCOME,"Less than $30,000","[0.52591729, 0.27782857, 0.15223358, 0.04402056]",0.0011579803460057
5636,300,ECON3_d_W54,INCOME,"$100,000 or more","[0.33465415, 0.32674725, 0.24579436, 0.09280424]",0.0069370558694259
5637,301,ECON3_d_W54,INCOME,"$30,000-$50,000","[0.44245782, 0.30439831, 0.18816922, 0.06497465]",0.0088670012977415
5638,302,ECON3_d_W54,INCOME,"$50,000-$75,000","[0.46207446, 0.29604312, 0.16766075, 0.07422167]",0.0119151583128655
5639,303,ECON3_d_W54,INCOME,"$75,000-$100,000","[0.46954165, 0.2873122, 0.18219514, 0.060951]",0.005727099308976
5640,304,ECON3_d_W54,INCOME,"Less than $30,000","[0.4865147, 0.2697584, 0.1579894, 0.0857375]",0.0055142422169276
5666,330,INEQ5_e_W54,INCOME,"$100,000 or more","[0.35460806, 0.27640219, 0.22255617, 0.14643358]",0.0099659509994214
5667,331,INEQ5_e_W54,INCOME,"$30,000-$50,000","[0.36712761, 0.35910852, 0.17883733, 0.09492654]",0.0096515839033454
5668,332,INEQ5_e_W54,INCOME,"$50,000-$75,000","[0.4037088, 0.32012315, 0.2124514, 0.06371665]",0.0118527266251493
5669,333,INEQ5_e_W54,INCOME,"$75,000-$100,000","[0.40449012, 0.27127646, 0.20140033, 0.12283309]",0.0012567047687163
5670,334,INEQ5_e_W54,INCOME,"Less than $30,000","[0.38797521, 0.34203367, 0.17626182, 0.09372929]",0.0163564234352467
5676,340,ECON5_f_W54,INCOME,"$100,000 or more","[0.12935421, 0.1785538, 0.30316184, 0.30190775, 0.0870224]",0.0128542326789827
5677,341,ECON5_f_W54,INCOME,"$30,000-$50,000","[0.08643037, 0.17286616, 0.35300266, 0.2827828, 0.104918]",0.0046318663021132
5678,342,ECON5_f_W54,INCOME,"$50,000-$75,000","[0.10823276, 0.17671764, 0.31608187, 0.28112247, 0.11784526]",0.0063451327779594
5679,343,ECON5_f_W54,INCOME,"$75,000-$100,000","[0.10843852, 0.18926059, 0.29176356, 0.29594484, 0.11459249]",0.0024254079259131
5680,344,ECON5_f_W54,INCOME,"Less than $30,000","[0.09410764, 0.16321772, 0.30994037, 0.34836461, 0.08436965]",0.0215370199209368
5691,355,ECON5_c_W54,INCOME,"$100,000 or more","[0.12555241, 0.23532049, 0.3167151, 0.25442127, 0.06799073]",0.0073374984977517
5692,356,ECON5_c_W54,INCOME,"$30,000-$50,000","[0.08105794, 0.20914587, 0.30832902, 0.27411834, 0.12734883]",0.0060330457735026
5693,357,ECON5_c_W54,INCOME,"$50,000-$75,000","[0.10478661, 0.21885316, 0.32754399, 0.24485602, 0.10396022]",0.0065428268845812
5694,358,ECON5_c_W54,INCOME,"$75,000-$100,000","[0.08879713, 0.22384965, 0.31530987, 0.29731234, 0.07473101]",0.0019266471284218
5695,359,ECON5_c_W54,INCOME,"Less than $30,000","[0.07292399, 0.22856476, 0.29644916, 0.28743946, 0.11462262]",0.0099980676811766
5696,360,ECON4_e_W54,INCOME,"$100,000 or more","[0.27243357, 0.39674775, 0.27034392, 0.06047475]",0.002382449749796
5697,361,ECON4_e_W54,INCOME,"$30,000-$50,000","[0.29529271, 0.31390265, 0.23634642, 0.15445821]",0.0077078592111732
5698,362,ECON4_e_W54,INCOME,"$50,000-$75,000","[0.30371519, 0.29086895, 0.26165709, 0.14375876]",0.0
5699,363,ECON4_e_W54,INCOME,"$75,000-$100,000","[0.27801855, 0.3184281, 0.29116893, 0.11238441]",0.000259490289837
5700,364,ECON4_e_W54,INCOME,"Less than $30,000","[0.3008662, 0.27943477, 0.25646756, 0.16323147]",0.0075549379583967
5701,365,INEQ8_a_W54,INCOME,"$100,000 or more","[0.28787741, 0.30281513, 0.20851471, 0.20079275]",0.0017095910877237
5702,366,INEQ8_a_W54,INCOME,"$30,000-$50,000","[0.39861404, 0.27218056, 0.22223186, 0.10697354]",0.005294925528626
5703,367,INEQ8_a_W54,INCOME,"$50,000-$75,000","[0.40337385, 0.29154821, 0.20345816, 0.10161978]",0.0108808154183313
5704,368,INEQ8_a_W54,INCOME,"$75,000-$100,000","[0.33430216, 0.27374344, 0.24346494, 0.14848945]",0.0
5705,369,INEQ8_a_W54,INCOME,"Less than $30,000","[0.52492766, 0.27212046, 0.14870017, 0.05425171]",0.0009839288764129
5716,380,INEQ5_d_W54,INCOME,"$100,000 or more","[0.09338614, 0.23549744, 0.33366288, 0.33745354]",0.011016742954275
5717,381,INEQ5_d_W54,INCOME,"$30,000-$50,000","[0.14163792, 0.29636083, 0.32244729, 0.23955396]",0.0064095793455113
5718,382,INEQ5_d_W54,INCOME,"$50,000-$75,000","[0.18814116, 0.2944396, 0.30244539, 0.21497385]",0.012947026790419
5719,383,INEQ5_d_W54,INCOME,"$75,000-$100,000","[0.14852168, 0.26699057, 0.32266753, 0.26182022]",0.0030447167510127
5720,384,INEQ5_d_W54,INCOME,"Less than $30,000","[0.17792158, 0.34430716, 0.25611369, 0.22165757]",0.0156204490477242
5721,385,ECON1_W54,INCOME,"$100,000 or more","[0.1680329, 0.54451192, 0.25571153, 0.03174364]",0.0
5722,386,ECON1_W54,INCOME,"$30,000-$50,000","[0.08489534, 0.45244383, 0.37550503, 0.08715579]",0.0009082624641965
5723,387,ECON1_W54,INCOME,"$50,000-$75,000","[0.10830512, 0.48595094, 0.35549901, 0.05024494]",0.0006206664249505
5724,388,ECON1_W54,INCOME,"$75,000-$100,000","[0.11560226, 0.50321179, 0.33692499, 0.04426097]",0.0
5725,389,ECON1_W54,INCOME,"Less than $30,000","[0.05324526, 0.34721778, 0.43271128, 0.16682568]",0.0014822628468187
5731,395,WORRY2c_W54,INCOME,"$100,000 or more","[0.08120932, 0.08484, 0.24345482, 0.3147382, 0.27575766]",0.0021312232727319
5732,396,WORRY2c_W54,INCOME,"$30,000-$50,000","[0.29896943, 0.20556943, 0.28625427, 0.13070115, 0.07850571]",0.0009063699927191
5733,397,WORRY2c_W54,INCOME,"$50,000-$75,000","[0.19784355, 0.16097795, 0.34482055, 0.17997445, 0.11638351]",0.0074581986397624
5734,398,WORRY2c_W54,INCOME,"$75,000-$100,000","[0.14032983, 0.13287053, 0.31891789, 0.25238401, 0.15549774]",0.001840463722729
5735,399,WORRY2c_W54,INCOME,"Less than $30,000","[0.46260599, 0.20222788, 0.21916463, 0.08306734, 0.03293416]",0.0056168459246586
5741,405,ECON5_b_W54,INCOME,"$100,000 or more","[0.63818305, 0.17024435, 0.05996325, 0.02002361, 0.11158574]",0.0078236143401297
5742,406,ECON5_b_W54,INCOME,"$30,000-$50,000","[0.50453441, 0.15062112, 0.06251641, 0.03600285, 0.24632521]",0.0038571461031405
5743,407,ECON5_b_W54,INCOME,"$50,000-$75,000","[0.53804052, 0.17928184, 0.05510442, 0.03270747, 0.19486574]",0.0140986499374924
5744,408,ECON5_b_W54,INCOME,"$75,000-$100,000","[0.5913592, 0.15848762, 0.03601421, 0.0358333, 0.17830567]",0.0040396349723474
5745,409,ECON5_b_W54,INCOME,"Less than $30,000","[0.4894792, 0.13452383, 0.08304397, 0.07242969, 0.22052331]",0.0046669080806111
5766,430,ECON4_g_W54,INCOME,"$100,000 or more","[0.0910092, 0.16061508, 0.4574564, 0.29091932]",0.0104561819141289
5767,431,ECON4_g_W54,INCOME,"$30,000-$50,000","[0.1585562, 0.27326105, 0.37192243, 0.19626032]",0.0077438822874509
5768,432,ECON4_g_W54,INCOME,"$50,000-$75,000","[0.12500063, 0.22371479, 0.4075247, 0.24375988]",0.0107264273469335
5769,433,ECON4_g_W54,INCOME,"$75,000-$100,000","[0.10126185, 0.22755761, 0.43901946, 0.23216108]",0.0081525880785131
5770,434,ECON4_g_W54,INCOME,"Less than $30,000","[0.28533917, 0.2407207, 0.30737933, 0.1665608]",0.0169243527640634
5771,435,INEQ5_l_W54,INCOME,"$100,000 or more","[0.2145166, 0.22855215, 0.34403983, 0.21289142]",0.0082798362550619
5772,436,INEQ5_l_W54,INCOME,"$30,000-$50,000","[0.27302244, 0.25055678, 0.31405806, 0.16236272]",0.0148257340240515
5773,437,INEQ5_l_W54,INCOME,"$50,000-$75,000","[0.27641768, 0.22932918, 0.35219288, 0.14206026]",0.0
5774,438,INEQ5_l_W54,INCOME,"$75,000-$100,000","[0.27874932, 0.28975275, 0.30539973, 0.12609821]",0.0112321925034174
5775,439,INEQ5_l_W54,INCOME,"Less than $30,000","[0.34353857, 0.27116771, 0.25783547, 0.12745825]",0.0050811388433447
5776,440,INEQ1_W54,INCOME,"$100,000 or more","[0.65865419, 0.06140731, 0.27993849]",0.0221508847192124
5777,441,INEQ1_W54,INCOME,"$30,000-$50,000","[0.64080946, 0.13463315, 0.22455738]",0.022331485249341
5778,442,INEQ1_W54,INCOME,"$50,000-$75,000","[0.64216228, 0.11486815, 0.24296958]",0.022794686178773
5779,443,INEQ1_W54,INCOME,"$75,000-$100,000","[0.63183035, 0.07938961, 0.28878004]",0.0181390445557301
5780,444,INEQ1_W54,INCOME,"Less than $30,000","[0.58574192, 0.24286437, 0.17139371]",0.0272377921914732
5786,450,INEQ5_k_W54,INCOME,"$100,000 or more","[0.25374322, 0.31703327, 0.27178259, 0.15744092]",0.0048443000379344
5787,451,INEQ5_k_W54,INCOME,"$30,000-$50,000","[0.33371855, 0.25566802, 0.26565611, 0.14495731]",0.004560197183555
5788,452,INEQ5_k_W54,INCOME,"$50,000-$75,000","[0.33622969, 0.31701472, 0.22337587, 0.12337972]",0.0093179599331592
5789,453,INEQ5_k_W54,INCOME,"$75,000-$100,000","[0.32756746, 0.27627938, 0.27518349, 0.12096967]",0.0057240321427825
5790,454,INEQ5_k_W54,INCOME,"Less than $30,000","[0.38397129, 0.328251, 0.19590438, 0.09187333]",0.0158562484899237
5791,455,ECON5_k_W54,INCOME,"$100,000 or more","[0.22179006, 0.3673598, 0.20791775, 0.04041874, 0.16251365]",0.0148018221380355
5792,456,ECON5_k_W54,INCOME,"$30,000-$50,000","[0.14305399, 0.31610177, 0.22333911, 0.10274045, 0.21476468]",0.0062481877793869
5793,457,ECON5_k_W54,INCOME,"$50,000-$75,000","[0.21945255, 0.30560577, 0.20093454, 0.07791015, 0.196097]",0.0053088534969432
5794,458,ECON5_k_W54,INCOME,"$75,000-$100,000","[0.17931224, 0.35008135, 0.20570605, 0.06096296, 0.2039374]",0.005583114811601
5795,459,ECON5_k_W54,INCOME,"Less than $30,000","[0.15089922, 0.31876024, 0.2210563, 0.15083655, 0.15844768]",0.0140334632102863
5796,460,GOVPRIORITYf_W54,INCOME,"$100,000 or more","[0.57749984, 0.29205539, 0.09123915, 0.03920561]",0.0027565723363981
5797,461,GOVPRIORITYf_W54,INCOME,"$30,000-$50,000","[0.5884314, 0.27669364, 0.10028435, 0.0345906]",0.0090217231636096
5798,462,GOVPRIORITYf_W54,INCOME,"$50,000-$75,000","[0.54561617, 0.30056597, 0.11409998, 0.03971788]",0.0067441815073099
5799,463,GOVPRIORITYf_W54,INCOME,"$75,000-$100,000","[0.56593426, 0.30544251, 0.09988824, 0.028735]",0.0052682581026472
5800,464,GOVPRIORITYf_W54,INCOME,"Less than $30,000","[0.63878496, 0.25596932, 0.07322953, 0.03201619]",0.0081460983516486
5836,500,WORRY2d_W54,INCOME,"$100,000 or more","[0.09119454, 0.11357949, 0.41579786, 0.24136946, 0.13805865]",0.0029126887973678
5837,501,WORRY2d_W54,INCOME,"$30,000-$50,000","[0.26675477, 0.20569846, 0.32288456, 0.11273438, 0.09192783]",0.0005624890260876
5838,502,WORRY2d_W54,INCOME,"$50,000-$75,000","[0.16947868, 0.21123418, 0.34887705, 0.18251667, 0.08789342]",0.008404153111272
5839,503,WORRY2d_W54,INCOME,"$75,000-$100,000","[0.15504156, 0.15676321, 0.39689714, 0.19070806, 0.10059002]",0.0003654302005524
5840,504,WORRY2d_W54,INCOME,"Less than $30,000","[0.37569935, 0.18722005, 0.29722286, 0.08145355, 0.0584042]",0.0048543332304767
5856,520,ECON4_f_W54,INCOME,"$100,000 or more","[0.1598455, 0.27398399, 0.41604371, 0.1501268]",0.0029415364453398
5857,521,ECON4_f_W54,INCOME,"$30,000-$50,000","[0.32001663, 0.41002231, 0.19634189, 0.07361917]",0.0075065579755559
5858,522,ECON4_f_W54,INCOME,"$50,000-$75,000","[0.24526122, 0.38881456, 0.27674291, 0.08918131]",0.0009970842146753
5859,523,ECON4_f_W54,INCOME,"$75,000-$100,000","[0.23535311, 0.37059509, 0.31930612, 0.07474567]",0.002081839069342
5860,524,ECON4_f_W54,INCOME,"Less than $30,000","[0.44434188, 0.31448731, 0.15194445, 0.08922636]",0.004313526158717
5861,525,INEQ8_i_W54,INCOME,"$100,000 or more","[0.21320051, 0.2904384, 0.26900605, 0.22735503]",0.0082463733025258
5862,526,INEQ8_i_W54,INCOME,"$30,000-$50,000","[0.33210976, 0.34655393, 0.22150926, 0.09982705]",0.0085515220290574
5863,527,INEQ8_i_W54,INCOME,"$50,000-$75,000","[0.23203967, 0.31593049, 0.28881224, 0.1632176]",0.0022790482893361
5864,528,INEQ8_i_W54,INCOME,"$75,000-$100,000","[0.19939681, 0.3083931, 0.29963016, 0.19257992]",0.0055363341961847
5865,529,INEQ8_i_W54,INCOME,"Less than $30,000","[0.49134522, 0.2764127, 0.19775825, 0.03448383]",0.0071812084374939
5886,550,WORRY2b_W54,INCOME,"$100,000 or more","[0.04844218, 0.048425, 0.29445171, 0.34868279, 0.25999832]",0.0046214961820688
5887,551,WORRY2b_W54,INCOME,"$30,000-$50,000","[0.16828338, 0.10487799, 0.29142836, 0.27779211, 0.15761816]",0.006300053898241
5888,552,WORRY2b_W54,INCOME,"$50,000-$75,000","[0.08912864, 0.09181542, 0.30164961, 0.31561373, 0.2017926]",0.0082159709863473
5889,553,WORRY2b_W54,INCOME,"$75,000-$100,000","[0.09298382, 0.05059178, 0.29424237, 0.31703033, 0.24515171]",0.0028773360710415
5890,554,WORRY2b_W54,INCOME,"Less than $30,000","[0.23335166, 0.14250381, 0.29911977, 0.17621354, 0.14881123]",0.0080351726934058
5901,565,ECIMPg_W54,INCOME,"$100,000 or more","[0.75892756, 0.02172322, 0.21934921]",0.0019283634917397
5902,566,ECIMPg_W54,INCOME,"$30,000-$50,000","[0.81740123, 0.04876721, 0.13383156]",0.0055435466285614
5903,567,ECIMPg_W54,INCOME,"$50,000-$75,000","[0.80849201, 0.00598258, 0.18552541]",0.0040031051447225
5904,568,ECIMPg_W54,INCOME,"$75,000-$100,000","[0.85056189, 0.01198705, 0.13745106]",0.0032584409174276
5905,569,ECIMPg_W54,INCOME,"Less than $30,000","[0.88504485, 0.03130195, 0.08365319]",0.0074525263380492
5911,575,WORRY2a_W54,INCOME,"$100,000 or more","[0.11151423, 0.11535568, 0.27969889, 0.22764859, 0.26578261]",0.0033120417733857
5912,576,WORRY2a_W54,INCOME,"$30,000-$50,000","[0.28820887, 0.18665185, 0.25084849, 0.14703874, 0.12725205]",0.0027392837444215
5913,577,WORRY2a_W54,INCOME,"$50,000-$75,000","[0.22749328, 0.17435708, 0.29818769, 0.16003588, 0.13992607]",0.0019030766623369
5914,578,WORRY2a_W54,INCOME,"$75,000-$100,000","[0.17775453, 0.17926728, 0.27633227, 0.16676819, 0.19987772]",0.0008327818015868
5915,579,WORRY2a_W54,INCOME,"Less than $30,000","[0.40045261, 0.18247296, 0.23207637, 0.09239268, 0.09260539]",0.0068146016096975
5926,10,ECON5_g_W54,POLIDEOLOGY,Conservative,"[0.16112679, 0.26307003, 0.15679112, 0.06022042, 0.35879165]",0.016049865780786
5927,11,ECON5_g_W54,POLIDEOLOGY,Liberal,"[0.29767764, 0.28705578, 0.17406369, 0.03804122, 0.20316167]",0.0096116543223872
5928,12,ECON5_g_W54,POLIDEOLOGY,Moderate,"[0.16791968, 0.25192389, 0.184458, 0.09281235, 0.30288608]",0.014186159445021
5929,13,ECON5_g_W54,POLIDEOLOGY,Very conservative,"[0.25590088, 0.19043156, 0.10021434, 0.1029118, 0.35054142]",0.0055938167019155
5930,14,ECON5_g_W54,POLIDEOLOGY,Very liberal,"[0.3759312, 0.19555643, 0.16068469, 0.08824064, 0.17958704]",0.0177885395829676
5936,20,ECON5_j_W54,POLIDEOLOGY,Conservative,"[0.15035174, 0.21041719, 0.27219325, 0.18342738, 0.18361044]",0.0117289058963186
5937,21,ECON5_j_W54,POLIDEOLOGY,Liberal,"[0.02131495, 0.08762293, 0.33478283, 0.47610233, 0.08017696]",0.0107677664892072
5938,22,ECON5_j_W54,POLIDEOLOGY,Moderate,"[0.05722324, 0.14405806, 0.32513867, 0.33438008, 0.13919995]",0.0080410734542975
5939,23,ECON5_j_W54,POLIDEOLOGY,Very conservative,"[0.2789867, 0.18840443, 0.15728404, 0.1386863, 0.23663852]",0.0105915423360715
5940,24,ECON5_j_W54,POLIDEOLOGY,Very liberal,"[0.00934326, 0.11397418, 0.32991317, 0.49010432, 0.05666507]",0.00149791983882
5941,25,INEQ5_h_W54,POLIDEOLOGY,Conservative,"[0.60274515, 0.29082652, 0.07572147, 0.03070686]",0.0097515580526597
5942,26,INEQ5_h_W54,POLIDEOLOGY,Liberal,"[0.24512454, 0.46450833, 0.23912823, 0.05123889]",0.0125802501543269
5943,27,INEQ5_h_W54,POLIDEOLOGY,Moderate,"[0.41680328, 0.39497627, 0.13410714, 0.05411331]",0.0091018883655055
5944,28,INEQ5_h_W54,POLIDEOLOGY,Very conservative,"[0.60119242, 0.2348149, 0.1156244, 0.04836828]",0.0071287996195672
5945,29,INEQ5_h_W54,POLIDEOLOGY,Very liberal,"[0.17166531, 0.29267424, 0.43302648, 0.10263397]",0.0
5946,30,INEQ5_m_W54,POLIDEOLOGY,Conservative,"[0.31055495, 0.3499922, 0.24658881, 0.09286404]",0.0203387958968735
5947,31,INEQ5_m_W54,POLIDEOLOGY,Liberal,"[0.12321023, 0.17027527, 0.40473424, 0.30178027]",0.0146194610852428
5948,32,INEQ5_m_W54,POLIDEOLOGY,Moderate,"[0.21971606, 0.2833523, 0.33994235, 0.1569893]",0.0077499050724484
5949,33,INEQ5_m_W54,POLIDEOLOGY,Very conservative,"[0.40512603, 0.25821538, 0.23690189, 0.09975671]",0.0090058521079547
5950,34,INEQ5_m_W54,POLIDEOLOGY,Very liberal,"[0.12383726, 0.10492629, 0.38308156, 0.38815489]",0.0
5956,40,GOVPRIORITYc_W54,POLIDEOLOGY,Conservative,"[0.2133741, 0.38693688, 0.27076669, 0.12892232]",0.0156395590210982
5957,41,GOVPRIORITYc_W54,POLIDEOLOGY,Liberal,"[0.62564272, 0.34154848, 0.02360559, 0.0092032]",0.0082645336175162
5958,42,GOVPRIORITYc_W54,POLIDEOLOGY,Moderate,"[0.43815821, 0.42345351, 0.11149326, 0.02689502]",0.0048449527286631
5959,43,GOVPRIORITYc_W54,POLIDEOLOGY,Very conservative,"[0.20268997, 0.28238917, 0.27984822, 0.23507263]",0.0159150078311408
5960,44,GOVPRIORITYc_W54,POLIDEOLOGY,Very liberal,"[0.77388508, 0.20428457, 0.01366782, 0.00816254]",0.0045279744948109
5961,45,JOBTRAIN_W54,POLIDEOLOGY,Conservative,"[0.44618293, 0.30952311, 0.24429396]",0.0220236544691318
5962,46,JOBTRAIN_W54,POLIDEOLOGY,Liberal,"[0.63419852, 0.25387104, 0.11193044]",0.0235661742144032
5963,47,JOBTRAIN_W54,POLIDEOLOGY,Moderate,"[0.52698181, 0.32782191, 0.14519628]",0.0100941537525197
5964,48,JOBTRAIN_W54,POLIDEOLOGY,Very conservative,"[0.46353131, 0.28556551, 0.25090319]",0.0325588078007045
5965,49,JOBTRAIN_W54,POLIDEOLOGY,Very liberal,"[0.56301519, 0.29447036, 0.14251445]",0.0090014204416187
5971,55,GOVPRIORITYd_W54,POLIDEOLOGY,Conservative,"[0.21009301, 0.32248075, 0.33460371, 0.13282253]",0.0122422517579455
5972,56,GOVPRIORITYd_W54,POLIDEOLOGY,Liberal,"[0.78766294, 0.17572973, 0.03276272, 0.00384461]",0.0048136628239398
5973,57,GOVPRIORITYd_W54,POLIDEOLOGY,Moderate,"[0.51274439, 0.34188379, 0.11097829, 0.03439352]",0.0008553616034579
5974,58,GOVPRIORITYd_W54,POLIDEOLOGY,Very conservative,"[0.18714663, 0.18140356, 0.28817641, 0.3432734]",0.0033042004858694
5975,59,GOVPRIORITYd_W54,POLIDEOLOGY,Very liberal,"[0.8419964, 0.1136535, 0.04060095, 0.00374915]",0.0
5976,60,INEQ11_W54,POLIDEOLOGY,Conservative,"[0.03236607, 0.96763393]",0.0130386115456539
5977,61,INEQ11_W54,POLIDEOLOGY,Liberal,"[0.17522489, 0.82477511]",0.0267634664246927
5978,62,INEQ11_W54,POLIDEOLOGY,Moderate,"[0.08198984, 0.91801016]",0.0145124817092026
5979,63,INEQ11_W54,POLIDEOLOGY,Very conservative,"[0.0176889, 0.9823111]",0.016256761099256
5980,64,INEQ11_W54,POLIDEOLOGY,Very liberal,"[0.26341587, 0.73658413]",0.0100516324767513
6006,90,WORRY2e_W54,POLIDEOLOGY,Conservative,"[0.21901692, 0.17746713, 0.34350062, 0.14540697, 0.11460836]",0.0200428602005565
6007,91,WORRY2e_W54,POLIDEOLOGY,Liberal,"[0.26289569, 0.19847062, 0.33227875, 0.11686005, 0.0894949]",0.0166496023334868
6008,92,WORRY2e_W54,POLIDEOLOGY,Moderate,"[0.28505651, 0.21062419, 0.31043119, 0.10807643, 0.08581168]",0.0157824739554779
6009,93,WORRY2e_W54,POLIDEOLOGY,Very conservative,"[0.23929766, 0.11273748, 0.34164283, 0.13304641, 0.17327563]",0.0243216054132165
6010,94,WORRY2e_W54,POLIDEOLOGY,Very liberal,"[0.30361852, 0.17058489, 0.34145297, 0.09948237, 0.08486125]",0.0162594741746455
6011,95,INEQ8_f_W54,POLIDEOLOGY,Conservative,"[0.28437638, 0.2551553, 0.25093957, 0.20952875]",0.0119122657731945
6012,96,INEQ8_f_W54,POLIDEOLOGY,Liberal,"[0.61370249, 0.31804248, 0.05744085, 0.01081418]",0.0045876013353024
6013,97,INEQ8_f_W54,POLIDEOLOGY,Moderate,"[0.47813498, 0.32291619, 0.14908623, 0.0498626]",0.0032265359851068
6014,98,INEQ8_f_W54,POLIDEOLOGY,Very conservative,"[0.22909123, 0.22839539, 0.20656498, 0.33594841]",0.0041759262548577
6015,99,INEQ8_f_W54,POLIDEOLOGY,Very liberal,"[0.60540062, 0.29921746, 0.09318326, 0.00219866]",0.0099586803725348
6021,105,INEQ8_b_W54,POLIDEOLOGY,Conservative,"[0.20251194, 0.20211261, 0.27479858, 0.32057688]",0.0076873138258234
6022,106,INEQ8_b_W54,POLIDEOLOGY,Liberal,"[0.53547806, 0.30474103, 0.10741649, 0.05236443]",0.0048264656373965
6023,107,INEQ8_b_W54,POLIDEOLOGY,Moderate,"[0.40713153, 0.34041546, 0.17702844, 0.07542457]",0.0089883288455202
6024,108,INEQ8_b_W54,POLIDEOLOGY,Very conservative,"[0.24135103, 0.12868165, 0.20900552, 0.42096179]",0.0054957772925845
6025,109,INEQ8_b_W54,POLIDEOLOGY,Very liberal,"[0.63380333, 0.29948769, 0.05618096, 0.01052801]",0.0
6031,115,ECON5_e_W54,POLIDEOLOGY,Conservative,"[0.14315797, 0.25141376, 0.22537235, 0.23634404, 0.14371188]",0.0158436127092599
6032,116,ECON5_e_W54,POLIDEOLOGY,Liberal,"[0.04144079, 0.13140436, 0.30567577, 0.44562293, 0.07585616]",0.0154077538427574
6033,117,ECON5_e_W54,POLIDEOLOGY,Moderate,"[0.06006845, 0.17102349, 0.31806749, 0.35018808, 0.10065248]",0.007946117691691
6034,118,ECON5_e_W54,POLIDEOLOGY,Very conservative,"[0.17677623, 0.25248645, 0.2194503, 0.20143205, 0.14985497]",0.019877494191742
6035,119,ECON5_e_W54,POLIDEOLOGY,Very liberal,"[0.02833367, 0.13310707, 0.29724331, 0.47282961, 0.06848634]",0.0013058596524979
6046,130,INEQ8_c_W54,POLIDEOLOGY,Conservative,"[0.21670169, 0.23499947, 0.32721135, 0.22108749]",0.0049131464096273
6047,131,INEQ8_c_W54,POLIDEOLOGY,Liberal,"[0.68276444, 0.22334537, 0.06933984, 0.02455035]",0.0
6048,132,INEQ8_c_W54,POLIDEOLOGY,Moderate,"[0.49815286, 0.29063578, 0.16183015, 0.04938121]",0.0084503463401301
6049,133,INEQ8_c_W54,POLIDEOLOGY,Very conservative,"[0.20883781, 0.14865811, 0.26909687, 0.37340722]",0.0064398886479
6050,134,INEQ8_c_W54,POLIDEOLOGY,Very liberal,"[0.79521858, 0.14720592, 0.04615319, 0.01142231]",0.0
6061,145,INEQ8_j_W54,POLIDEOLOGY,Conservative,"[0.16453922, 0.23987922, 0.35157297, 0.24400859]",0.0152870092793574
6062,146,INEQ8_j_W54,POLIDEOLOGY,Liberal,"[0.39711937, 0.39467264, 0.17356179, 0.0346462]",0.0077797561166137
6063,147,INEQ8_j_W54,POLIDEOLOGY,Moderate,"[0.25165301, 0.356455, 0.28428985, 0.10760214]",0.0117292624717209
6064,148,INEQ8_j_W54,POLIDEOLOGY,Very conservative,"[0.11516911, 0.22524962, 0.35851488, 0.30106638]",0.006420301348406
6065,149,INEQ8_j_W54,POLIDEOLOGY,Very liberal,"[0.48697999, 0.30138128, 0.1761348, 0.03550393]",0.0
6066,150,ECON4_a_W54,POLIDEOLOGY,Conservative,"[0.25088187, 0.29874362, 0.27930567, 0.17106884]",0.0032587966859581
6067,151,ECON4_a_W54,POLIDEOLOGY,Liberal,"[0.25683314, 0.30062289, 0.28277605, 0.15976793]",0.0061530477780042
